"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0019684","photosynthesis, light reaction",129,-0.752591603995611,-3.01058401479173,1e-10,6.68064516129032e-09,5.1748726655348e-09,2447,"tags=78%, list=14%, signal=67%","844245/838876/833461/839870/840297/834494/838243/815111/833979/2745715/819992/843637/827996/835806/836751/834232/827927/837040/818051/837358/841447/830325/827564/829729/839871/827921/817606/825866/823901/836789/834495/816733/820339/825320/828697/839869/829220/841892/815058/824691/843491/816078/820828/826626/827223/842016/824767/842719/824654/815055/819406/825797/841919/842446/838151/831799/826551/842354/820043/829484/824246/816623/825714/839449/827877/841099/843099/838455/837178/829696/841995/842386/836525/828489/819295/843990/843222/843903/821143/829678/833476/835286/835515/820871/828388/841984/830772/832477/820740/824572/835037/838498/814688/842785/837974/831741/838168/843413/822391/3768499"
"GO:0015979","photosynthesis",196,-0.706755725076444,-2.94943175149318,1e-10,6.68064516129032e-09,5.1748726655348e-09,3074,"tags=73%, list=18%, signal=61%","836262/819639/843215/822416/818005/820974/818006/816652/817646/829266/825246/832798/844245/838876/833461/828096/839870/840297/816394/834494/840953/824832/838243/815111/833979/825414/827922/2745715/819992/843637/827996/835806/836751/843110/822277/834232/827927/837040/818051/837358/841447/838591/830325/827564/829729/839871/827921/817606/825866/823901/836789/834495/816733/825822/820339/825320/828697/839869/835506/829220/829195/841892/837332/820461/843978/844043/815058/824691/843491/816078/820828/826626/819705/827223/842016/824767/842719/824654/843029/824699/815055/819406/842794/825797/817656/841919/842446/838151/831799/826551/833828/842354/820043/829484/824246/816623/825714/839449/827877/841099/843099/838455/837178/829696/840098/841995/817630/842386/836525/828489/819295/843990/843222/818532/843903/821143/829678/833476/835286/835515/820871/828388/824559/824746/840895/841984/817409/830772/832477/820740/824572/835037/838498/814688/837848/842785/837974/831741/838168/821134/843413/835168/822391/3768499"
"GO:0071456","cellular response to hypoxia",213,0.633131203732411,2.83923883905389,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=52%, list=16%, signal=44%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/816783/836547/831854/832530/828511/843216/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/828524/826884/829563/827694/820163/832044/830003"
"GO:0036294","cellular response to decreased oxygen levels",215,0.630243362697857,2.82804242295051,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=52%, list=16%, signal=44%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/816783/836547/831854/832530/828511/843216/843989/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/828524/826884/829563/827694/820163/832044/830003"
"GO:0071453","cellular response to oxygen levels",215,0.630243362697857,2.82804242295051,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=52%, list=16%, signal=44%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/816783/836547/831854/832530/828511/843216/843989/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/828524/826884/829563/827694/820163/832044/830003"
"GO:0001666","response to hypoxia",239,0.595770101377733,2.7112478809882,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=48%, list=16%, signal=41%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/824408/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/843565/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/827786/816783/836547/831854/832530/828511/843216/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/823964/828524/826884/829563/827694/820163/832044/830003"
"GO:0070482","response to oxygen levels",244,0.588295877375858,2.68888818713993,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=47%, list=16%, signal=40%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/824408/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/843565/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/827786/816783/836547/831854/832530/828511/843216/843989/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/823964/828524/826884/829563/827694/820163/832044/830003"
"GO:0036293","response to decreased oxygen levels",243,0.588947687792733,2.68435933848632,1e-10,6.68064516129032e-09,5.1748726655348e-09,2713,"tags=47%, list=16%, signal=40%","839183/838508/829927/835855/823751/839180/837098/836614/829559/827971/843192/837551/816859/817780/838016/843997/3766886/836103/824140/828733/838410/834244/822119/841797/835537/832801/818588/817197/833550/818231/817115/5008138/842139/819622/843325/839883/841496/843998/832750/823752/838981/842256/832032/830520/3767664/819248/839142/829100/818605/832147/832596/839666/843993/838483/827896/839952/824408/837724/831158/828836/832145/824764/816382/814646/827734/828377/834210/818709/843565/824446/834842/817779/832043/822833/839143/820531/836645/836499/828854/827786/816783/836547/831854/832530/828511/843216/843989/836372/843006/842923/837224/843621/844001/843685/843623/819260/832075/835924/834110/837428/818194/821112/827834/835860/818741/820019/837886/823964/828524/826884/829563/827694/820163/832044/830003"
"GO:0009657","plastid organization",272,-0.617040400320849,-2.67155388643202,1e-10,6.68064516129032e-09,5.1748726655348e-09,4416,"tags=62%, list=25%, signal=47%","834671/823814/823537/840099/832538/829483/837734/824576/816181/842187/816104/822397/837719/837193/835165/836893/831259/839941/841375/818500/835467/828977/817711/821494/832082/827333/835388/827109/829548/821452/827541/830864/818197/827144/826935/836289/834255/823899/838121/835175/836461/830101/822306/828995/822055/824793/843064/816652/824886/816133/832074/819242/816940/832713/816386/837634/817646/832327/816579/829948/829266/824858/830911/843847/819589/822052/842833/835621/817429/818392/817103/831975/834494/817741/844324/827922/818362/819992/840031/842672/838761/823816/823721/837376/829972/843189/814640/817947/818051/839566/831398/828494/834236/844298/817225/828181/817569/829306/833995/840472/822570/827784/825822/841506/816667/843502/832438/828697/819424/843812/827759/837332/817809/835549/825494/820461/824441/831647/833795/817344/841512/829555/830699/819406/817656/841096/825466/833614/841000/836671/822157/840100/827001/824885/829314/832500/816623/835652/824861/842758/832252/829696/840860/841033/829626/837455/835926/820961/819295/825489/818643/833476/836364/842573/843002/814965/836874/832376/831222/824796/832477/834442/821509/835991/828721/821298/835788/818854"
"GO:0009658","chloroplast organization",205,-0.630888414400002,-2.65070991471298,1e-10,6.68064516129032e-09,5.1748726655348e-09,4242,"tags=62%, list=24%, signal=47%","829483/837734/824576/816181/842187/816104/822397/837719/835165/836893/831259/839941/841375/828977/817711/821494/832082/827333/835388/827109/829548/821452/830864/818197/836289/834255/838121/835175/836461/830101/822306/828995/824793/843064/816652/824886/816133/819242/816940/832713/837634/817646/832327/816579/829948/829266/830911/843847/819589/822052/835621/817103/831975/834494/817741/827922/818362/819992/842672/838761/823816/823721/837376/829972/831398/828494/834236/844298/817225/828181/833995/840472/822570/827784/825822/816667/832438/828697/819424/843812/827759/837332/817809/825494/824441/831647/833795/817344/841512/829555/830699/819406/817656/841096/825466/841000/836671/822157/840100/827001/824885/832500/835652/824861/842758/832252/840860/829626/837455/835926/819295/825489/818643/833476/836364/842573/843002/814965/836874/831222/824796/832477/834442/821509/828721/821298/835788"
